,kenteken,voertuigsoort,merk,handelsbenaming,inrichting,eerste_kleur,aantal_cilinders,massa_ledig_voertuig,wam_verzekerd,aantal_deuren,aantal_wielen,europese_voertuigcategorie,vermogen_massarijklaar,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,brandstof_volgnummer,brandstof_omschrijving,emissiecode_omschrijving,milieuklasse_eg_goedkeuring_licht,klasse_hybride_elektrisch_voertuig,uitlaatemissieniveau
15075,VSV10F,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-27T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15076,VSV11D,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-21T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15077,VSV11F,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-27T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15078,VSV12D,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-21T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15079,VSV12F,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-27T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15080,VSV13D,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-03-07T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15081,VSV14D,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-21T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15082,VSV15D,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-21T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15083,VSV15F,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-27T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15084,VSV16D,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-30T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15085,VSV16F,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-02-28T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15086,VSV19F,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,1801,Ja,2,4,N1,0.03,2022-12-07T00:00:00.000,2022-12-07T00:00:00.000,2022-12-07T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15087,VSX10X,Bedrijfsauto,TOYOTA,PROACE,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2022-12-16T00:00:00.000,2022-12-16T00:00:00.000,2022-12-16T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15088,VSX50R,Bedrijfsauto,TOYOTA,PROACE,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2022-12-29T00:00:00.000,2022-12-29T00:00:00.000,2022-12-29T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15089,VSZ19D,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,1801,Ja,3,4,N1,0.03,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15090,VSZ49R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15091,VSZ50R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15092,VSZ51R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15093,VSZ52R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15094,VSZ53R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15095,VSZ54R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15096,VSZ55R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15097,VSZ56R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15098,VSZ57R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15099,VSZ58R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15100,VSZ59R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15101,VSZ60R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15102,VSZ61R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15103,VSZ62R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15104,VSZ63R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15105,VSZ64R,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15106,VSZ77V,Bedrijfsauto,TOYOTA,PROACE,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2022-12-22T00:00:00.000,2022-12-22T00:00:00.000,2022-12-22T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15107,VSZ95F,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2471,Ja,5,4,N1,0.03,2022-12-19T00:00:00.000,2022-12-19T00:00:00.000,2022-12-19T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15108,VTD27J,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-05T00:00:00.000,2023-01-05T00:00:00.000,2023-01-05T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15109,VTD32J,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-05T00:00:00.000,2023-01-05T00:00:00.000,2023-01-05T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15110,VTD61B,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-01-04T00:00:00.000,2023-01-04T00:00:00.000,2023-01-04T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15111,VTF13N,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2022-12-30T00:00:00.000,2022-12-30T00:00:00.000,2022-12-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15112,VTF14N,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2022-12-30T00:00:00.000,2022-12-30T00:00:00.000,2022-12-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15113,VTF17G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15114,VTF24G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15115,VTF25G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15116,VTF27G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-23T00:00:00.000,2023-02-23T00:00:00.000,2023-02-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15117,VTF28G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-03-09T00:00:00.000,2023-03-09T00:00:00.000,2023-03-09T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15118,VTF29G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-02-13T00:00:00.000,2023-02-13T00:00:00.000,2023-02-13T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15119,VTF30G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-03-09T00:00:00.000,2023-03-09T00:00:00.000,2023-03-09T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15120,VTF52G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15121,VTF55G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15122,VTF58G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15123,VTF60G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15124,VTF62G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15125,VTF64G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15126,VTF67G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15127,VTF71G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15128,VTF73G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15129,VTF76G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15130,VTG47V,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,2016,Ja,2,4,N1,0.03,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15131,VTG86B,Bedrijfsauto,TOYOTA,PROACE,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-06T00:00:00.000,2023-01-06T00:00:00.000,2023-01-06T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15132,VTH27P,Bedrijfsauto,TOYOTA,PROACE,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15133,VTH46K,Bedrijfsauto,TOYOTA,PROACE,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-01-16T00:00:00.000,2023-01-16T00:00:00.000,2023-01-16T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15134,VTH87T,Bedrijfsauto,FIAT,SCUDO,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15135,VTH88T,Bedrijfsauto,FIAT,SCUDO,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15136,VTH89T,Bedrijfsauto,FIAT,SCUDO,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15137,VTH90T,Bedrijfsauto,FIAT,SCUDO,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15138,VTH91T,Bedrijfsauto,FIAT,SCUDO,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15139,VTJ28J,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,2016,Ja,2,4,N1,0.03,2023-01-24T00:00:00.000,2023-01-24T00:00:00.000,2023-01-24T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15140,VTJ31J,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15141,VTJ32S,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15142,VTJ33S,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-02-13T00:00:00.000,2023-02-13T00:00:00.000,2023-02-13T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15143,VTJ34S,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15144,VTJ34X,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,2016,Ja,2,4,N1,0.03,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15145,VTJ75Z,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,2016,Ja,2,4,N1,0.03,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15146,VTK58R,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,1801,Ja,2,4,N1,0.03,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15147,VTL01V,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,2016,Ja,2,4,N1,0.03,2023-02-20T00:00:00.000,2023-02-20T00:00:00.000,2023-02-20T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15148,VTL02V,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,2016,Ja,2,4,N1,0.03,2023-02-20T00:00:00.000,2023-02-20T00:00:00.000,2023-02-20T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15149,VTL03V,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,2016,Ja,2,4,N1,0.03,2023-02-21T00:00:00.000,2023-02-21T00:00:00.000,2023-02-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15150,VTP08G,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-02-18T00:00:00.000,2023-02-18T00:00:00.000,2023-02-18T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15151,VTP51J,Bedrijfsauto,TOYOTA,PROACE,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15152,VTP70R,Bedrijfsauto,CITROEN,JUMPY,gesloten opbouw,N.v.t.,,2016,Ja,4,4,N1,0.03,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15153,VTP80K,Bedrijfsauto,CITROEN,JUMPY,gesloten opbouw,N.v.t.,,2016,Ja,3,4,N1,0.03,2023-02-23T00:00:00.000,2023-02-23T00:00:00.000,2023-02-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15154,VTR31L,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,2016,Ja,2,4,N1,0.03,2023-02-27T00:00:00.000,2023-02-27T00:00:00.000,2023-02-27T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15155,VTR65S,Bedrijfsauto,TOYOTA,PROACE,gesloten opbouw,N.v.t.,,2016,Nee,4,4,N1,0.03,2023-03-09T00:00:00.000,2023-03-09T00:00:00.000,2023-03-09T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15156,VTR87T,Bedrijfsauto,PEUGEOT,EXPERT,gesloten opbouw,N.v.t.,,2016,Nee,3,4,N1,0.03,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,2023-02-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15157,VTS27V,Bedrijfsauto,OPEL,VIVARO,gesloten opbouw,N.v.t.,,2016,Nee,,4,N1,0.03,2023-03-08T00:00:00.000,2022-06-30T00:00:00.000,2023-03-08T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15158,VBS83H,Bedrijfsauto,MAXUS,EV80,gesloten opbouw,N.v.t.,0,2470,Ja,4,4,N1,0.02,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,1,Elektriciteit,Z,715/2007*2016/646ZX,,ZX
15159,VDZ27L,Bedrijfsauto,ALKE,ATX,neerklapbare zijschotten,N.v.t.,,1120,Ja,4,4,N1,0.01,2020-01-09T00:00:00.000,2020-01-09T00:00:00.000,2020-01-09T00:00:00.000,1,Elektriciteit,Z,,,ZX
15160,VFK35T,Bedrijfsauto,MAXUS,MAXUS EV80,gesloten opbouw,N.v.t.,,2470,Ja,4,4,N1,0.02,2020-03-04T00:00:00.000,2020-03-04T00:00:00.000,2020-03-04T00:00:00.000,1,Elektriciteit,Z,715/2007*2016/646ZX,,ZX
15161,VGR05S,Bedrijfsauto,MAN,TGE,gesloten opbouw,N.v.t.,,2470,Ja,,4,N1,0.04,2022-09-14T00:00:00.000,2020-08-20T00:00:00.000,2020-08-20T00:00:00.000,1,Elektriciteit,Z,715/2007*2016/646ZX,,ZX
15162,VGS55R,Bedrijfsauto,GOUPIL,G4L,neerklapbare zijschotten,N.v.t.,,1070,Ja,2,4,N1,0.01,2020-08-19T00:00:00.000,2020-08-19T00:00:00.000,2020-08-19T00:00:00.000,1,Elektriciteit,Z,,,
15163,VGT90P,Bedrijfsauto,GOUPIL,G4,gesloten opbouw,N.v.t.,,1070,Ja,,4,N1,0.01,2020-08-25T00:00:00.000,2020-08-25T00:00:00.000,2020-08-25T00:00:00.000,1,Elektriciteit,Z,,,
15164,VHP56F,Bedrijfsauto,GOUPIL,G3,gesloten opbouw,N.v.t.,,1070,Ja,,4,N1,0.01,2022-02-14T00:00:00.000,2012-04-17T00:00:00.000,2020-11-17T00:00:00.000,1,Elektriciteit,Z,,,
15165,VHZ90H,Bedrijfsauto,GOUPIL,G3,gesloten opbouw,N.v.t.,,1070,Ja,,4,N1,0.00,2022-05-16T00:00:00.000,2013-11-21T00:00:00.000,2021-01-13T00:00:00.000,1,Elektriciteit,Z,,,
15166,VKN90Z,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2470,Ja,3,4,N1,0.03,2022-06-24T00:00:00.000,2020-10-19T00:00:00.000,2020-10-19T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15167,VPG54V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2470,Ja,4,4,N1,0.03,2022-03-23T00:00:00.000,2022-03-23T00:00:00.000,2022-03-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15168,VSK41B,Bedrijfsauto,FORD,TRANSIT,gesloten opbouw,N.v.t.,,2469,Ja,3,4,N1,0.04,2022-10-31T00:00:00.000,2022-10-31T00:00:00.000,2022-10-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15169,VDT15V,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2168,Ja,6,4,N1,0.03,2022-03-07T00:00:00.000,2019-12-24T00:00:00.000,2019-12-24T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15170,VHT02P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2168,Ja,6,4,N1,0.03,2021-02-11T00:00:00.000,2021-02-11T00:00:00.000,2021-02-11T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
