,kenteken,voertuigsoort,merk,handelsbenaming,inrichting,eerste_kleur,massa_ledig_voertuig,wam_verzekerd,aantal_wielen,europese_voertuigcategorie,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,aantal_deuren,aantal_cilinders,vermogen_massarijklaar,brandstof_volgnummer,brandstof_omschrijving,emissiecode_omschrijving,klasse_hybride_elektrisch_voertuig,uitlaatemissieniveau,milieuklasse_eg_goedkeuring_licht
104,VTK07F,Bedrijfsauto,MELEX,N.CAR,gesloten opbouw,N.v.t.,892,Ja,4,N1,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2,,0.01,1,Elektriciteit,Z,,,
105,VTK09F,Bedrijfsauto,MELEX,N.CAR,gesloten opbouw,N.v.t.,892,Ja,4,N1,2023-02-02T00:00:00.000,2023-02-02T00:00:00.000,2023-02-02T00:00:00.000,2,,0.01,1,Elektriciteit,Z,,,
106,VTK10F,Bedrijfsauto,MELEX,N.CAR,gesloten opbouw,N.v.t.,892,Ja,4,N1,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,2,,0.01,1,Elektriciteit,Z,,,
107,VTK21F,Bedrijfsauto,MELEX,N.CAR,gesloten opbouw,N.v.t.,892,Ja,4,N1,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,2,,0.01,1,Elektriciteit,Z,,,
108,VTK23F,Bedrijfsauto,MELEX,N.CAR,gesloten opbouw,N.v.t.,892,Ja,4,N1,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2,,0.01,1,Elektriciteit,Z,,,
109,VTK25F,Bedrijfsauto,MELEX,N.CAR,gesloten opbouw,N.v.t.,892,Ja,4,N1,2023-02-02T00:00:00.000,2023-02-02T00:00:00.000,2023-02-02T00:00:00.000,2,,0.01,1,Elektriciteit,Z,,,
110,VJG46B,Bedrijfsauto,SUBARU,FORESTER,gesloten opbouw,N.v.t.,1741,Ja,4,N1,2023-01-19T00:00:00.000,2021-01-29T00:00:00.000,2021-01-29T00:00:00.000,4,4,0.01,2,Elektriciteit,6,NOVC-HEV,EURO 6 AP,715/2007*2018/1832AP
111,VTK51K,Bedrijfsauto,FIAT,FIAT DUCATO,neerklapbare zijschotten,N.v.t.,3052,Ja,4,N1,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
112,1VGJ62,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Ja,4,N1,2014-07-31T00:00:00.000,2010-01-29T00:00:00.000,2010-01-29T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
113,1VJG56,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Ja,4,N1,2015-05-08T00:00:00.000,2010-09-16T00:00:00.000,2010-09-16T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
114,4VXT67,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Ja,4,N1,2017-01-20T00:00:00.000,2012-09-13T00:00:00.000,2012-09-13T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
115,5VSZ86,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Ja,4,N1,2021-12-22T00:00:00.000,2012-12-31T00:00:00.000,2012-12-31T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
116,5VSZ94,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Ja,4,N1,2020-09-16T00:00:00.000,2012-12-31T00:00:00.000,2012-12-31T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
117,5VSZ95,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Ja,4,N1,2021-12-22T00:00:00.000,2012-12-31T00:00:00.000,2012-12-31T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
118,5VSZ96,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Ja,4,N1,2021-05-07T00:00:00.000,2012-12-29T00:00:00.000,2012-12-29T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
119,6VGL39,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Nee,4,N1,2021-12-29T00:00:00.000,2010-04-07T00:00:00.000,2010-04-07T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
120,6VSZ04,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Ja,4,N1,2022-10-13T00:00:00.000,2012-12-31T00:00:00.000,2012-12-31T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
121,8VLJ35,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Ja,4,N1,2021-12-06T00:00:00.000,2011-01-24T00:00:00.000,2011-01-24T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
122,9VHG56,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,kipper,N.v.t.,1350,Nee,4,N1,2022-10-25T00:00:00.000,2010-04-17T00:00:00.000,2010-04-17T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
123,VRB61V,Bedrijfsauto,JEEP,WRANGLER,gesloten opbouw,N.v.t.,2067,Ja,4,N1,2022-06-07T00:00:00.000,2022-05-19T00:00:00.000,2022-06-07T00:00:00.000,5,4,0.00,2,Elektriciteit,6,NOVC-HEV,,
124,VSB82K,Bedrijfsauto,MITSUBISHI,MITSUBISHI OUTLANDER,gesloten opbouw,N.v.t.,1857,Ja,4,N1,2022-09-21T00:00:00.000,2014-05-10T00:00:00.000,2014-05-10T00:00:00.000,4,4,0.03,2,Elektriciteit,5,OVC-HEV,EURO 5 J,715/2007*630/2012J
125,VHZ62G,Bedrijfsauto,MAXUS,MAXUS V80,gesloten opbouw,N.v.t.,3045,Ja,4,N1,2022-01-04T00:00:00.000,2022-01-04T00:00:00.000,2022-01-04T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,
126,VPJ42B,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,3045,Ja,4,N1,2022-04-11T00:00:00.000,2022-04-11T00:00:00.000,2022-04-11T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
127,VPS67J,Bedrijfsauto,JEEP,JEEP WRANGLER,gesloten opbouw,N.v.t.,2040,Ja,4,N1,2022-05-02T00:00:00.000,2022-04-07T00:00:00.000,2022-05-02T00:00:00.000,5,4,0.00,2,Elektriciteit,6,NOVC-HEV,,
128,VSG89X,Bedrijfsauto,PEUGEOT,E.BOXER,neerklapbare zijschotten,N.v.t.,3045,Ja,4,N1,2022-11-24T00:00:00.000,2022-11-24T00:00:00.000,2022-11-24T00:00:00.000,2,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
129,68BHDR,Bedrijfsauto,PEUGEOT,5HZAB0,gesloten opbouw,N.v.t.,1510,Nee,4,N1,2021-12-21T00:00:00.000,1998-11-04T00:00:00.000,2003-02-07T00:00:00.000,,0,0.01,1,Elektriciteit,Z,,,
130,7VBG73,Bedrijfsauto,CITROEN,BERLINGO 500E ELECTRIQUE,gesloten opbouw,N.v.t.,1520,Ja,4,N1,2010-04-14T00:00:00.000,2003-11-14T00:00:00.000,2009-03-17T00:00:00.000,,0,0.01,1,Elektriciteit,Z,,,
131,2213HB,Bedrijfsauto,VOLKSWAGEN,SCHILDER ELECTRIC T2,kampeerwagen,N.v.t.,1839,Ja,4,N1,2014-07-19T00:00:00.000,1976-01-02T00:00:00.000,1976-01-02T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,,
132,VNN71B,Bedrijfsauto,VOLKSWAGEN,CRAFTER,gesloten opbouw,N.v.t.,3036,Ja,4,N1,2022-09-23T00:00:00.000,2021-12-29T00:00:00.000,2021-12-29T00:00:00.000,2,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
133,VRV19D,Bedrijfsauto,FIAT,FIAT DUCATO,speciale groep,N.v.t.,3035,Ja,4,N1,2022-08-26T00:00:00.000,2022-08-26T00:00:00.000,2022-08-26T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
134,V221PX,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,1532,Ja,4,N1,2019-05-06T00:00:00.000,2018-07-02T00:00:00.000,2018-07-02T00:00:00.000,,,0.01,1,Elektriciteit,Z,,,
135,V501BF,Bedrijfsauto,MEGA,M10,gesloten opbouw,N.v.t.,1171,Ja,4,N1,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
136,V507BF,Bedrijfsauto,MEGA,M10,gesloten opbouw,N.v.t.,1171,Ja,4,N1,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
137,V511BF,Bedrijfsauto,MEGA,M10,gesloten opbouw,N.v.t.,1171,Ja,4,N1,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
138,V520BF,Bedrijfsauto,MEGA,M10,gesloten opbouw,N.v.t.,1171,Ja,4,N1,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
139,3VJT17,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,gesloten opbouw,N.v.t.,1330,Nee,4,N1,2019-06-11T00:00:00.000,2010-09-13T00:00:00.000,2010-09-13T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
140,5VSZ88,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,gesloten opbouw,N.v.t.,1330,Nee,4,N1,2021-02-19T00:00:00.000,2013-12-13T00:00:00.000,2013-12-13T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
141,5VSZ89,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,gesloten opbouw,N.v.t.,1330,Ja,4,N1,2013-07-10T00:00:00.000,2012-12-31T00:00:00.000,2012-12-31T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
142,5VSZ91,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,gesloten opbouw,N.v.t.,1330,Ja,4,N1,2021-11-20T00:00:00.000,2012-12-29T00:00:00.000,2012-12-29T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
143,5VSZ99,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,gesloten opbouw,N.v.t.,1330,Nee,4,N1,2022-03-29T00:00:00.000,2012-12-31T00:00:00.000,2012-12-31T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
144,6VJN36,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,gesloten opbouw,N.v.t.,1330,Nee,4,N1,2019-09-21T00:00:00.000,2010-09-03T00:00:00.000,2010-09-03T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
145,6VLG89,Bedrijfsauto,PIAGGIO,PORTER ELECTRIC,gesloten opbouw,N.v.t.,1330,Nee,4,N1,2021-10-15T00:00:00.000,2011-01-11T00:00:00.000,2011-01-11T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
146,8VGJ02,Bedrijfsauto,RENAULT,KANGOO ELECTRIQUE RANGE EXTENDER VAN,gesloten opbouw,N.v.t.,1380,Ja,4,N1,2018-10-25T00:00:00.000,2004-03-03T00:00:00.000,2010-01-25T00:00:00.000,0,0,0.01,1,Elektriciteit,Z,,,
147,90BLHV,Bedrijfsauto,PEUGEOT,PARTNER ELECTRIC,gesloten opbouw,N.v.t.,1480,Ja,4,N1,2008-06-04T00:00:00.000,1998-11-04T00:00:00.000,2004-01-15T00:00:00.000,,0,0.02,1,Elektriciteit,Z,,,
148,VTH89S,Bedrijfsauto,FORD,FIESTA,gesloten opbouw,N.v.t.,1165,Ja,4,N1,2023-01-24T00:00:00.000,2021-10-25T00:00:00.000,2023-01-14T00:00:00.000,2,3,0.00,2,Elektriciteit,6,NOVC-HEV,,
149,VHV09V,Bedrijfsauto,MAXUS,MAXUS EV80,gesloten opbouw,N.v.t.,3025,Ja,4,N1,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,
150,VJD91V,Bedrijfsauto,MAXUS,MAXUS V80,gesloten opbouw,N.v.t.,3025,Ja,4,N1,2022-05-17T00:00:00.000,2022-05-17T00:00:00.000,2022-05-17T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,
151,VJG77D,Bedrijfsauto,MAXUS,MAXUS V80,gesloten opbouw,N.v.t.,3025,Ja,4,N1,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,
152,VJG84H,Bedrijfsauto,MAXUS,MAXUS V80,gesloten opbouw,N.v.t.,3025,Ja,4,N1,2022-05-20T00:00:00.000,2022-05-20T00:00:00.000,2022-05-20T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,
153,VKP77D,Bedrijfsauto,MAXUS,MAXUS EV80,gesloten opbouw,N.v.t.,3025,Ja,4,N1,2021-06-09T00:00:00.000,2021-06-09T00:00:00.000,2021-06-09T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,
154,VG315D,Bedrijfsauto,CITROEN,ACADIANE,gesloten opbouw,N.v.t.,687,Ja,4,N1,2019-11-21T00:00:00.000,1982-12-29T00:00:00.000,2013-11-01T00:00:00.000,,0,0.04,1,Elektriciteit,Z,,,
155,V030VZ,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2019-03-07T00:00:00.000,2019-03-07T00:00:00.000,2019-03-07T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
156,V131TZ,Bedrijfsauto,NISSAN,NISSAN E-NV200,gesloten opbouw,N.v.t.,1740,Ja,4,N1,2019-01-07T00:00:00.000,2019-01-07T00:00:00.000,2019-01-07T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
157,V132TZ,Bedrijfsauto,NISSAN,NISSAN E-NV200,gesloten opbouw,N.v.t.,1740,Ja,4,N1,2019-01-17T00:00:00.000,2019-01-17T00:00:00.000,2019-01-17T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
158,V234TF,Bedrijfsauto,NISSAN,NISSAN E-NV200,gesloten opbouw,N.v.t.,1740,Ja,4,N1,2019-01-02T00:00:00.000,2019-01-02T00:00:00.000,2019-01-02T00:00:00.000,4,,0.04,1,Elektriciteit,Z,,,
159,V440SN,Bedrijfsauto,NISSAN,NISSAN E-NV200,gesloten opbouw,N.v.t.,1740,Ja,4,N1,2019-11-01T00:00:00.000,2018-12-20T00:00:00.000,2018-12-20T00:00:00.000,4,,0.04,1,Elektriciteit,Z,,,
160,V441SN,Bedrijfsauto,NISSAN,NISSAN E-NV200,gesloten opbouw,N.v.t.,1740,Ja,4,N1,2019-11-01T00:00:00.000,2018-12-20T00:00:00.000,2018-12-20T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
161,V444SN,Bedrijfsauto,NISSAN,NISSAN E-NV200,gesloten opbouw,N.v.t.,1740,Ja,4,N1,2019-11-01T00:00:00.000,2018-12-20T00:00:00.000,2018-12-20T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
162,V465SG,Bedrijfsauto,NISSAN,NISSAN E-NV200,gesloten opbouw,N.v.t.,1740,Ja,4,N1,2019-11-01T00:00:00.000,2018-11-29T00:00:00.000,2018-11-29T00:00:00.000,4,,0.04,1,Elektriciteit,Z,,,
163,V468XN,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2019-03-26T00:00:00.000,2019-03-26T00:00:00.000,2019-03-26T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
164,V469XN,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2019-03-26T00:00:00.000,2019-03-26T00:00:00.000,2019-03-26T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
165,V470XN,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2019-03-26T00:00:00.000,2019-03-26T00:00:00.000,2019-03-26T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
166,V531TR,Bedrijfsauto,NISSAN,NISSAN E-NV200,gesloten opbouw,N.v.t.,1740,Ja,4,N1,2019-01-14T00:00:00.000,2019-01-14T00:00:00.000,2019-01-14T00:00:00.000,4,,0.04,1,Elektriciteit,Z,,,
167,V647SR,Bedrijfsauto,NISSAN,NISSAN E-NV200,gesloten opbouw,N.v.t.,1740,Ja,4,N1,2018-10-26T00:00:00.000,2018-10-26T00:00:00.000,2018-10-26T00:00:00.000,4,,0.04,1,Elektriciteit,Z,,,
168,V660VN,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2019-03-30T00:00:00.000,2019-03-30T00:00:00.000,2019-03-30T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
169,V750RP,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2018-08-24T00:00:00.000,2018-08-24T00:00:00.000,2018-08-24T00:00:00.000,4,,0.04,1,Elektriciteit,Z,,,
170,V854SL,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2018-10-18T00:00:00.000,2018-10-18T00:00:00.000,2018-10-18T00:00:00.000,4,,0.04,1,Elektriciteit,Z,,,
171,VBZ66G,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2019-11-07T00:00:00.000,2019-11-07T00:00:00.000,2019-11-07T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
172,VBZ67G,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
173,VBZ68G,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,,
174,VDZ81S,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2020-03-02T00:00:00.000,2020-01-21T00:00:00.000,2020-01-21T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
175,VGS80J,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2020-09-03T00:00:00.000,2020-09-03T00:00:00.000,2020-09-03T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
176,VHJ16R,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2020-11-06T00:00:00.000,2020-11-06T00:00:00.000,2020-11-06T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
177,VJD94P,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-01-18T00:00:00.000,2021-01-18T00:00:00.000,2021-01-18T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
178,VJD95P,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-03-18T00:00:00.000,2021-03-18T00:00:00.000,2021-03-18T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
179,VJN88K,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-03-01T00:00:00.000,2021-03-01T00:00:00.000,2021-03-01T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
180,VJR41Z,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-04-09T00:00:00.000,2021-04-09T00:00:00.000,2021-04-09T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
181,VJR42Z,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-04-09T00:00:00.000,2021-04-09T00:00:00.000,2021-04-09T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
182,VLD65T,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-07-22T00:00:00.000,2021-07-22T00:00:00.000,2021-07-22T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
183,VLD66T,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-07-22T00:00:00.000,2021-07-22T00:00:00.000,2021-07-22T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
184,VLJ27D,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-08-19T00:00:00.000,2021-08-19T00:00:00.000,2021-08-19T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
185,VLJ29D,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-08-19T00:00:00.000,2021-08-19T00:00:00.000,2021-08-19T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
186,VLN49J,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-09-10T00:00:00.000,2021-09-10T00:00:00.000,2021-09-10T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
187,VLN50J,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-09-10T00:00:00.000,2021-09-10T00:00:00.000,2021-09-10T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
188,VLP34Z,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-12-27T00:00:00.000,2021-09-23T00:00:00.000,2021-09-23T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
189,VLX65H,Bedrijfsauto,NISSAN,NISSAN E-NV200,kipper,N.v.t.,1740,Ja,4,N1,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,2,,0.04,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
190,VGF59D,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,pick-up truck,N.v.t.,1699,Ja,4,N1,2020-06-12T00:00:00.000,2020-06-12T00:00:00.000,2020-06-12T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,
191,VGF62D,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,pick-up truck,N.v.t.,1699,Ja,4,N1,2020-06-12T00:00:00.000,2020-06-12T00:00:00.000,2020-06-12T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,
192,VGN16G,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2020-09-22T00:00:00.000,2020-09-22T00:00:00.000,2020-09-22T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
193,VGN17G,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2020-09-22T00:00:00.000,2020-09-22T00:00:00.000,2020-09-22T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
194,VGN18G,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2020-09-22T00:00:00.000,2020-09-22T00:00:00.000,2020-09-22T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
195,VGN27F,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2020-09-22T00:00:00.000,2020-09-22T00:00:00.000,2020-09-22T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
196,VHD40D,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2020-09-29T00:00:00.000,2020-09-29T00:00:00.000,2020-09-29T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
197,VHG78D,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2020-10-13T00:00:00.000,2020-10-13T00:00:00.000,2020-10-13T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
198,VHN02F,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2020-11-18T00:00:00.000,2020-11-18T00:00:00.000,2020-11-18T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
199,VHN91D,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2020-11-16T00:00:00.000,2020-11-16T00:00:00.000,2020-11-16T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
200,VHN98D,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2020-11-18T00:00:00.000,2020-11-18T00:00:00.000,2020-11-18T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
201,VHN99D,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2020-11-18T00:00:00.000,2020-11-18T00:00:00.000,2020-11-18T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
202,VHT38F,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2021-01-05T00:00:00.000,2021-01-05T00:00:00.000,2021-01-05T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
203,VHT39F,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2021-01-05T00:00:00.000,2021-01-05T00:00:00.000,2021-01-05T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
204,VHT40F,Bedrijfsauto,RENAULT,KANGOO EXPRESS Z.E. KIPPER,kipper,N.v.t.,1699,Ja,4,N1,2021-01-05T00:00:00.000,2021-01-05T00:00:00.000,2021-01-05T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
